Sample.ID,Tool,DBS1,DBS2,DBS3,DBS4,DBS5,DBS6,DBS7,DBS8,DBS9,DBS10,DBS11
Eso-AdenoCA::S.85,yapsa_0.01,0,0,0,76.2261664785202,0,0,0,0,0,0,15.9153471516672
Eso-AdenoCA::S.86,yapsa_0.01,0,21.4029874728745,0,1.42623628102926,0,12.3631665497514,3.83657386012192,0,9.5082259719362,0,2.14369063773974
Eso-AdenoCA::S.87,yapsa_0.01,0,16.2132837766494,0,12.8445886004629,1.72568893869931,14.7858770221237,55.2681051862931,0,41.6689404147907,0,7.21346339099649
Eso-AdenoCA::S.88,yapsa_0.01,0,15.8417880477419,0,24.1343598809542,5.95445087862563,51.8309742051967,57.239011626675,6.54210713393545,0,0,0
Eso-AdenoCA::S.89,yapsa_0.01,0,25.8966018543969,0,44.1761716979942,0,26.1333779158748,10.1543226863549,116.830921773004,7.88701499941174,0,119.562933063755
Eso-AdenoCA::S.90,yapsa_0.01,0,0,6.55030392612491,12.7295446948805,0,0,17.1517053910695,0,58.1426171250577,0,9.87120107058628
Eso-AdenoCA::S.91,yapsa_0.01,0,4.0122509195339,0,62.5029754325881,0,12.844397577318,0,31.4883484721349,0,0,28.0951261170789
Eso-AdenoCA::S.92,yapsa_0.01,0,6.05808062742833,59.5642035056518,3.31002712366276,0,0,0,0,34.1446383515236,0,4.42513599013687
Eso-AdenoCA::S.93,yapsa_0.01,0,1.25103004009682,0,26.1112116817823,0,0,0.947405663221555,0,0,0,0
Eso-AdenoCA::S.94,yapsa_0.01,0,28.1359488641416,0,44.6386277331891,1.56834946787463,0,9.45507812042097,2.24574450171619,9.54772400123348,0,4.28925943974335
Eso-AdenoCA::S.95,yapsa_0.01,0,14.9646603302863,0,16.2527917926759,0,0,38.5549096423608,16.3098543962418,0,0,41.2709928182028
Eso-AdenoCA::S.96,yapsa_0.01,0,73.8082452644945,8.82562095644058,10.5691187942009,0,12.9066526924606,26.059434375583,10.1366442139885,37.2554320897155,0,6.15412012715557
Eso-AdenoCA::S.97,yapsa_0.01,0,10.3900994957412,3.18612936987847,35.874274138674,10.0650030882801,0,29.2161163975988,61.2103894987646,7.60060440865547,0,7.73609479094867
Eso-AdenoCA::S.98,yapsa_0.01,0,5.87566020259631,0,50.5300724454767,4.93926201885038,5.76353186622263,0,22.5683813463881,41.5384102618577,0,82.8997012287002
Eso-AdenoCA::S.99,yapsa_0.01,0,0,0,31.5627462564436,0,15.7235160482627,0,108.46618079986,35.2119321890102,0,5.48757484577066
Eso-AdenoCA::S.100,yapsa_0.01,0,5.51077170389275,3.34710658504424,19.3714730482345,8.91288378864269,2.28199650667677,6.65202902206359,44.9923194814182,63.338881966796,0,0
Kidney-RCC::S.1,yapsa_0.01,0,109.272623794039,0,17.5615979071084,0,0,0,0,0,0,0
Kidney-RCC::S.2,yapsa_0.01,0,10.6312249569523,0,16.3531024813071,0,0,0,0,56.4990726203793,0,0
Kidney-RCC::S.3,yapsa_0.01,0,30.650238665104,0,16.3070218057765,0,0,15.2980446976597,0,34.88059365456,0,4.43931175411482
Kidney-RCC::S.4,yapsa_0.01,0,14.4340435388547,0,4.61109224504265,0,0,0,0,49.2614867716374,0,0.730232589432865
Kidney-RCC::S.5,yapsa_0.01,0,35.4285694691876,0,25.4899756748318,0,1.64023007225132,0,0,84.3982354129998,0,0
Kidney-RCC::S.6,yapsa_0.01,0,17.6065304818795,0,25.7736566578728,0,3.66213995149942,0,0,48.9328217439969,0,0
Kidney-RCC::S.7,yapsa_0.01,0,34.8257002398751,0,22.9667724629591,0,0,0,0,11.7264528732702,0,0
Kidney-RCC::S.8,yapsa_0.01,0,164.474395554841,0,13.1584805063084,0,0,0,0,9.80542611875587,0,0
Kidney-RCC::S.9,yapsa_0.01,0,1.52155630302821,0,0.0246086720257214,0,0,0,0,0.169173659324284,0,0.174664431410491
Kidney-RCC::S.10,yapsa_0.01,0,23.9303430336051,0,71.059741929707,0,11.8298760889339,2.52513521613519,0,81.8861078010052,0,4.41893684169617
Kidney-RCC::S.11,yapsa_0.01,0,4.7136390067928,0,0.874385959269803,0,4.46882983121381,2.1042101170834,0,57.6217965895897,0,1.18091547185727
Kidney-RCC::S.12,yapsa_0.01,0,63.5833560083324,0,38.699964841472,0,0,0,0,23.3962321118012,0,1.99427303957719
Kidney-RCC::S.13,yapsa_0.01,0,57.7794525676762,0,47.3957465808495,0,2.47606623538265,2.82943334294013,0,0,0,0
Kidney-RCC::S.14,yapsa_0.01,0,30.3471186491541,0,6.92433539290433,0,47.1929212107336,0,0,2.21188952383374,0,0
Kidney-RCC::S.15,yapsa_0.01,0,1.50991020330583,0,6.95575450087839,0,0,2.36936505313687,0,40.5660816760917,0,4.67583774635689
Kidney-RCC::S.16,yapsa_0.01,0,13.294549324766,0,18.4032885175502,0,0,4.48546915518318,0,113.373697649503,0,0
Kidney-RCC::S.17,yapsa_0.01,0,18.5631852787729,0,39.7014552291094,0,0,1.41915751665233,0,52.0949262407731,0,1.32688561400362
Kidney-RCC::S.18,yapsa_0.01,0,29.8312261730282,0,5.73809395825695,0,0,0,0,0,0,0.415763031750861
Kidney-RCC::S.19,yapsa_0.01,0,27.792298531941,0,20.9437974054691,0,1.85997240632865,1.74063248074433,0,27.7826065983403,0,2.18577798291037
Kidney-RCC::S.20,yapsa_0.01,0,87.7992690293306,0,21.0269632797618,0,0,0,0,2.58581963181297,0,5.17164921182396
Kidney-RCC::S.21,yapsa_0.01,0,11.62577816172,0,87.5923302934351,0,0,0,0,134.232933635647,0,28.1869393652907
Kidney-RCC::S.22,yapsa_0.01,0,9.41132651126459,0,65.0381331315886,0,0,0,0,60.2075869029925,0,0
Kidney-RCC::S.23,yapsa_0.01,0,40.9996571042713,0,3.88730261713019,0,0,10.1034914581739,0,35.8649617214982,0,2.48091727232766
Kidney-RCC::S.24,yapsa_0.01,0,27.0064250003615,0,53.5869974768058,0,0,20.2375311914633,0,0,0,0
Kidney-RCC::S.25,yapsa_0.01,0,25.0885785036071,0,9.73392620258329,0,7.4606383854381,2.33167006789538,0,72.7561048400266,0,5.54335734529532
Kidney-RCC::S.26,yapsa_0.01,0,2.27809660794752,0,12.8015938109686,0,0,1.59225014450469,0,97.5764111884859,0,0
Kidney-RCC::S.27,yapsa_0.01,0,17.6725239522252,0,2.47508147630614,0,0,4.13415248426236,0,129.770424245413,0,0
Kidney-RCC::S.28,yapsa_0.01,0,30.142021580023,0,0,0,0,0,0,132.651798574298,0,3.52795052095976
Kidney-RCC::S.29,yapsa_0.01,0,1.17038955253707,0,29.6975121820775,0,29.5879902266288,28.7286445974354,0,9.11162753247896,0,0
Kidney-RCC::S.30,yapsa_0.01,0,7.52870349510088,0,16.5862142606406,0,2.38096947122716,0,0,38.1090290445932,0,0
Kidney-RCC::S.31,yapsa_0.01,0,2.8183360958306,0,0,0,0,0,0,202.600961905583,0,0
Kidney-RCC::S.32,yapsa_0.01,0,81.759586249217,0,21.7186726114241,0,2.44430805934545,42.7982302967929,0,79.8876878156216,0,0
Kidney-RCC::S.33,yapsa_0.01,0,40.8328527517403,0,0,0,0,0,0,30.697842425797,0,1.70927685354435
Kidney-RCC::S.34,yapsa_0.01,0,1.99434783993371,0,43.7226055443639,0,0,0,0,115.057349415314,0,0
Kidney-RCC::S.35,yapsa_0.01,0,108.978872628825,0,0,0,0,0,0,96.2349657142544,0,0
Kidney-RCC::S.36,yapsa_0.01,0,171.033655305497,0,100.702977194821,0,5.59973206193239,6.9534589606637,0,23.3678755556557,0,0
Kidney-RCC::S.37,yapsa_0.01,0,4.07627217729155,0,62.8028753448268,0,0,0,0,0,0,0
Kidney-RCC::S.38,yapsa_0.01,0,49.9569172074639,0,15.0123334441272,0,1.64507169355307,0,0,73.5440704540086,0,0
Kidney-RCC::S.39,yapsa_0.01,0,9.70176623978844,0,0,0,0.966185053701006,0,0,82.9568340472624,0,0
Kidney-RCC::S.40,yapsa_0.01,0,60.9604698104159,0,19.980996590006,0,0,5.24492226506877,0,30.5782904317382,0,1.57544296430933
Kidney-RCC::S.41,yapsa_0.01,0,7.97851150426624,0,0,0,0,1.9427684989419,0,117.343849836673,0,0
Kidney-RCC::S.42,yapsa_0.01,0,29.6378451025732,0,44.6115264764406,0,0,96.1919079037219,0,234.850491501804,0,0
Kidney-RCC::S.43,yapsa_0.01,0,15.7310207837791,0,11.6799198698828,0,0,0,0,86.0351046041763,0,0
Kidney-RCC::S.44,yapsa_0.01,0,9.22542308076212,0,91.4070718511141,0,4.36745394901409,0,0,170.596159348442,0,23.3797451694934
Kidney-RCC::S.45,yapsa_0.01,0,61.4741733380773,0,39.2096669264306,0,0,4.96403384338514,0,135.888563979568,0,0
Kidney-RCC::S.46,yapsa_0.01,0,18.4488854673908,0,123.063784365432,0,0,0,0,17.8424494117234,0,3.43451984611061
Kidney-RCC::S.47,yapsa_0.01,0,19.8321903870241,0,0,0,1.7159321883326,1.8516192066914,0,38.9457092812775,0,1.01440514633301
Kidney-RCC::S.48,yapsa_0.01,0,25.3374081167304,0,156.40484883046,0,6.72899690353604,4.79132181049883,0,28.6356639151635,0,6.11565866745328
Kidney-RCC::S.49,yapsa_0.01,0,45.193309494344,0,2.26715584959077,0,0,0,0,134.938358742386,0,3.87744515050668
Kidney-RCC::S.50,yapsa_0.01,0,109.191612965719,0,17.6744647604509,0,2.66088612215978,0,0,2.73572250193356,0,0
Kidney-RCC::S.51,yapsa_0.01,0,27.0572188424449,0,29.3511130529897,0,0,0,0,0,0,0
Kidney-RCC::S.52,yapsa_0.01,0,50.3080304242511,0,24.9041283608701,0,20.2972074932292,0,0,74.8745319278793,0,0
Kidney-RCC::S.53,yapsa_0.01,0,3.75041161351469,0,26.9550168971244,0,3.94499600213572,0,0,11.8167464607374,0,0.974311243094595
Kidney-RCC::S.54,yapsa_0.01,0,33.999263352274,0,8.71890283540212,0,41.881434789053,0,0,56.2266548961385,0,0
Kidney-RCC::S.55,yapsa_0.01,0,66.3209136824587,0,8.28360742914391,0,5.36873150369748,3.48413942624372,0,77.9384785676102,0,3.76800956379757
Kidney-RCC::S.56,yapsa_0.01,0,6.17115950794372,0,164.936448852958,0,0,0,0,48.0150814646772,0,0
Kidney-RCC::S.57,yapsa_0.01,0,0,0,17.075560017009,0,0,0,0,103.468488341419,0,5.33727135748509
Kidney-RCC::S.58,yapsa_0.01,0,2.02445830536685,0,33.9189531518551,0,2.79939190853963,0.954421582243075,0,41.5083591794015,0,3.62141417953592
Kidney-RCC::S.59,yapsa_0.01,0,0,0,58.3528804259586,0,0,0,0,85.3859501886595,0,17.0888454222664
Kidney-RCC::S.60,yapsa_0.01,0,86.8600689017237,0,2.3314517935934,0,2.50255720504247,55.6198282136529,0,39.2945280559495,0,0
Kidney-RCC::S.61,yapsa_0.01,0,44.5037638316645,0,30.5210845863509,0,0,17.518528327609,0,172.434080061195,0,0
Kidney-RCC::S.62,yapsa_0.01,0,8.08220426188234,0,0,0,0,0,0,0,0,0
Kidney-RCC::S.63,yapsa_0.01,0,5.54969200514942,0,7.84601490726871,0,0,0,0,255.32902980129,0,0
Kidney-RCC::S.64,yapsa_0.01,0,63.286755673304,0,107.738083876079,0,13.2396105935296,27.5117415453707,0,118.500051885081,0,0
Kidney-RCC::S.65,yapsa_0.01,0,26.6864988836138,0,6.54915703633734,0,0,2.47340110805406,0,78.7836488812867,0,0
Kidney-RCC::S.66,yapsa_0.01,0,7.4775314977625,0,1.85348225596307,0,2.35954325743891,80.6079597167976,0,58.2088235036539,0,0
Kidney-RCC::S.67,yapsa_0.01,0,1.64214337486229,0,0,0,2.97063839223452,0,0,66.0268384969119,0,1.70889854505249
Kidney-RCC::S.68,yapsa_0.01,0,18.4218225232931,0,71.1244993779522,0,0,38.6549429244902,0,0,0,0
Kidney-RCC::S.69,yapsa_0.01,0,14.5443912734502,0,133.750069708998,0,0,0,0,32.1311431633116,0,0
Kidney-RCC::S.70,yapsa_0.01,0,7.38601647597049,0,7.68703544211841,0,1.97825449869937,0,0,85.0582307638822,0,1.12393288763605
Kidney-RCC::S.71,yapsa_0.01,0,0,0,24.2814420052491,0,0,1.42413657304232,0,107.699713674794,0,0
Kidney-RCC::S.72,yapsa_0.01,0,6.62417982996296,0,40.2024838078377,0,0,0,0,82.131930139836,0,1.61827175180666
Kidney-RCC::S.73,yapsa_0.01,0,9.30933826062602,0,69.9661561874031,0,6.82824682984792,5.55919663912405,0,0,0,0
Kidney-RCC::S.74,yapsa_0.01,0,60.0287810382216,0,24.5388308994148,0,4.91517595665961,4.17264739516061,0,144.053266604194,0,9.3492340197843
Kidney-RCC::S.75,yapsa_0.01,0,20.3804014560452,0,0,0,0,149.473135189131,0,64.573610313448,0,0
Kidney-RCC::S.76,yapsa_0.01,0,16.4243975092034,0,5.6142915128913,0,0.586320635598445,0,0,7.04931840010449,0,2.37550538396271
Kidney-RCC::S.77,yapsa_0.01,0,10.5533173041023,0,58.9815861711385,0,9.0953954065004,0,0,138.82679474391,0,0
Kidney-RCC::S.78,yapsa_0.01,0,18.0520890696189,0,36.4560005993231,0,4.86985646299571,4.37682251920332,0,41.8757499638976,0,0
Kidney-RCC::S.79,yapsa_0.01,0,0,0,96.1330560980795,0,0,15.4897679228685,0,21.53667630589,0,1.77081706523918
Kidney-RCC::S.80,yapsa_0.01,0,45.0232880066812,0,162.272870378073,0,9.57376004730105,207.352680676537,0,0,0,0
Kidney-RCC::S.81,yapsa_0.01,0,17.5438616269538,0,63.358708317243,0,0,0,0,0,0,2.08447637287906
Kidney-RCC::S.82,yapsa_0.01,0,55.2521312416176,0,6.93559904545365,0,0,0,0,204.509767190845,0,3.39448070797615
Kidney-RCC::S.83,yapsa_0.01,0,32.88866604343,0,23.4906384380605,0,0,0,0,6.42584619190593,0,1.51774782717585
Kidney-RCC::S.84,yapsa_0.01,0,17.8204077014909,0,0,0,3.59704509044765,16.758970998622,0,97.9660324214052,0,2.45510315024035
Kidney-RCC::S.85,yapsa_0.01,0,9.30266213424518,0,0,0,4.25156737072508,1.36897322049192,0,44.7845276053103,0,4.88374054964528
Kidney-RCC::S.86,yapsa_0.01,0,73.2851429569154,0,6.55627511550937,0,0,5.34461005093158,0,95.183918909804,0,0
Kidney-RCC::S.87,yapsa_0.01,0,60.2918660325243,0,0,0,0,19.8137608836038,0,75.6977956730004,0,0
Kidney-RCC::S.88,yapsa_0.01,0,55.6154249936817,0,24.7967421521482,0,1.39010024956319,1.86300143571722,0,1.80716810565492,0,0
Kidney-RCC::S.89,yapsa_0.01,0,3.33795410027771,0,2.74031600456277,0,0,64.3568961210808,0,30.3429204307316,0,0
Kidney-RCC::S.90,yapsa_0.01,0,2.54890382198217,0,0.84898583019734,0,0,1.65738657074665,0,43.6539076788011,0,0
Kidney-RCC::S.91,yapsa_0.01,0,35.5075190305958,0,47.6730144121794,0,0,0,0,41.7172675878708,0,0
Kidney-RCC::S.92,yapsa_0.01,0,7.78951079446201,0,90.4692060469116,0,0,164.484238465032,0,34.2423085695934,0,3.5480964839049
Kidney-RCC::S.93,yapsa_0.01,0,33.873759818932,0,0,0,0,55.4397199502985,0,64.2875293689006,0,0
Kidney-RCC::S.94,yapsa_0.01,0,6.81910447727268,0,7.78980911338056,0,0,0,0,6.39025001979988,0,0
Kidney-RCC::S.95,yapsa_0.01,0,42.4132722258022,0,0,0,1.34397870485224,6.75410424456354,0,63.7755025976742,0,2.33003524074511
Kidney-RCC::S.96,yapsa_0.01,0,94.8304883185957,0,39.1784581605017,0,0,0,0,5.84013047621376,0,5.6914966265878
Kidney-RCC::S.97,yapsa_0.01,0,18.9409317459681,0,40.3728125056978,0,2.70815836327146,0,0,87.7522658174319,0,0
Kidney-RCC::MSI-H.S.1,yapsa_0.01,0,131.778433775212,0,0,0,0,0,0,0,0,0
Kidney-RCC::MSI-H.S.2,yapsa_0.01,0,24.9457539267395,0,0,0,0,0,0,0,0,0.93665199204365
Kidney-RCC::MSI-H.S.3,yapsa_0.01,0,0.731505041967827,0,0.164871695196072,0,0.0367054572019932,0,0,1.16649870866714,0,0.871302054936504
Liver-HCC::S.1,yapsa_0.01,0,40.2968496220731,0,70.1605444812812,22.6650702888919,0,0,0,1.90953913400122,0,0
Liver-HCC::S.2,yapsa_0.01,0,65.673421543391,0,19.5692645223217,0,0,0,0,14.2457913256316,0,0
Liver-HCC::S.3,yapsa_0.01,0,144.935556817844,0,119.602218278403,29.0119292923415,0,0,0,0,0,0
Liver-HCC::S.4,yapsa_0.01,0,929.674226742482,0,0,0,0,0,0,0,0,0
Liver-HCC::S.5,yapsa_0.01,0,30.0183603170613,0,5.17363714740636,0,0,0,0,5.24379181061197,0,0
Liver-HCC::S.6,yapsa_0.01,0,87.7503697938749,0,12.2427155635862,0,0,0,0,9.83151046988967,0,0
Liver-HCC::S.7,yapsa_0.01,0,33.1902867062663,0,0,0,0,0,0,3.50086991841278,0,0
Liver-HCC::S.8,yapsa_0.01,0,29.3899056549884,0,18.8629467873134,0,0,0,0,4.94073706212093,0,0
Liver-HCC::S.9,yapsa_0.01,0,105.370344182017,0,160.204064407615,0,0,0,0,0,0,0
Liver-HCC::S.10,yapsa_0.01,0,63.9826672305828,0,0,2.12584702084628,0,0,0,13.360507549621,0,0
Liver-HCC::S.11,yapsa_0.01,0,14.934420290535,0,81.6246637864882,3.33628243011473,0,0,0,5.75140782702323,0,0
Liver-HCC::S.12,yapsa_0.01,0,173.115593678669,0,38.2304720925341,0,0,0,0,17.5113177475687,0,0
Liver-HCC::S.13,yapsa_0.01,0,45.2941386158665,0,161.325932432337,7.70170487382838,0,0,0,0,0,0
Liver-HCC::S.14,yapsa_0.01,0,572.545795696983,0,0,0,0,0,0,0,0,0
Liver-HCC::S.15,yapsa_0.01,0,91.4251448797388,0,0,0,0,0,0,0,0,0
Liver-HCC::S.16,yapsa_0.01,0,65.4818156279856,0,63.9956047749658,2.21368123213399,0,0,0,3.96683577285991,0,0
Liver-HCC::S.17,yapsa_0.01,0,53.396000706618,0,76.2082212979439,0,0,0,0,4.9318811603923,0,0
Liver-HCC::S.18,yapsa_0.01,0,48.0971321896085,0,43.4289834152542,0,0,0,0,0,0,0
Liver-HCC::S.19,yapsa_0.01,0,69.1451597749929,0,172.741813419606,7.99277632314233,0,0,0,0,0,0
Liver-HCC::S.20,yapsa_0.01,0,148.991880880452,0,72.3382378731519,7.86773903802099,0,0,0,0,0,0
Liver-HCC::S.21,yapsa_0.01,0,225.510427214231,0,0,63.3735298159782,0,0,0,0,0,0
Liver-HCC::S.22,yapsa_0.01,0,51.0783025562078,0,46.2415747317913,319.462186436339,0,0,0,19.3579755125372,0,0
Liver-HCC::S.23,yapsa_0.01,0,421.34510397285,0,50.6904351387992,0,0,0,0,0,0,0
Liver-HCC::S.24,yapsa_0.01,0,90.9039264813513,0,0,0,0,0,0,0,0,0
Liver-HCC::S.25,yapsa_0.01,0,51.4858065543969,0,0,0.862171729682537,0,0,0,0,0,0
Liver-HCC::S.26,yapsa_0.01,0,244.145605329953,0,178.615728918452,0,0,0,0,0,0,0
Liver-HCC::S.27,yapsa_0.01,0,86.4912641338032,0,1.45562733547953,0,0,0,0,7.48810312921421,0,0
Liver-HCC::S.28,yapsa_0.01,0,8.60725114397004,0,174.357203213453,0,0,0,0,0,0,0
Liver-HCC::S.29,yapsa_0.01,0,56.520394974544,0,0,1.5766999683654,0,0,0,0,0,0
Liver-HCC::S.30,yapsa_0.01,0,50.7736732539167,0,4.27937420772057,112.692341745599,0,0,0,15.3496827127488,0,0
Liver-HCC::S.31,yapsa_0.01,0,21.5328786154498,0,0,0,0,0,0,0,0,0
Liver-HCC::S.32,yapsa_0.01,0,6.74065632700477,0,1.94868704811074,2.21869169363128,0,0,0,20.1333452738957,0,0
Liver-HCC::S.33,yapsa_0.01,0,125.415554314857,0,33.485010359673,0,0,0,0,18.6797399190273,0,0
Liver-HCC::S.34,yapsa_0.01,0,108.797613676322,0,123.953362356306,3.76201831415525,0,0,0,0,0,0
Liver-HCC::S.35,yapsa_0.01,0,85.993969163523,0,207.279659961345,276.611713177468,0,0,0,0,0,0
Liver-HCC::S.36,yapsa_0.01,0,2.45201373205777,0,53.4634488828573,1.02203706067396,0,0,0,9.28819589292926,0,0
Liver-HCC::S.37,yapsa_0.01,0,12.6945467542791,0,23.7962241752344,0,0,0,0,6.96193891459837,0,0
Liver-HCC::S.38,yapsa_0.01,0,19.1499131483205,0,2.81098105622307,0,0,0,0,3.60686762039192,0,0
Liver-HCC::S.39,yapsa_0.01,0,196.439782747191,0,0,2.54819437911608,0,0,0,0,0,0
Liver-HCC::S.40,yapsa_0.01,0,199.041623170206,0,73.2805114041001,0,0,0,0,10.300946531436,0,0
Liver-HCC::S.41,yapsa_0.01,0,18.4598347401959,0,9.50897715032283,0,0,0,0,0,0,0
Liver-HCC::S.42,yapsa_0.01,0,38.736644332756,0,0,0,0,0,0,6.1801576344806,0,0
Liver-HCC::S.43,yapsa_0.01,0,13.952323567321,0,96.6991683190201,3.5055105509312,0,0,0,0,0,0
Liver-HCC::S.44,yapsa_0.01,0,194.178674381259,0,0,0,0,0,0,0,0,0
Liver-HCC::S.45,yapsa_0.01,0,163.716844880584,0,26.4774540397778,0,0,0,0,0,0,0
Liver-HCC::S.46,yapsa_0.01,0,321.974470306779,0,72.7317711324927,0,0,0,0,0,0,0
Liver-HCC::S.47,yapsa_0.01,0,40.9403613694419,0,157.055560535587,6.29328022363081,0,0,0,0,0,0
Liver-HCC::S.48,yapsa_0.01,0,261.333117005009,0,196.92590661732,0,0,0,0,0,0,0
Liver-HCC::S.49,yapsa_0.01,0,38.29223358265,0,23.4310927720079,0,0,0,0,11.7504462281063,0,0
Liver-HCC::S.50,yapsa_0.01,0,40.682871554591,0,60.1798988985624,37.3010116385929,0,0,0,5.85371430632442,0,0
Liver-HCC::S.51,yapsa_0.01,0,26.704739500543,0,178.158003356954,0,0,0,0,0,0,0
Liver-HCC::S.52,yapsa_0.01,0,21.9733086199432,0,7.12652061768268,2.37032197773685,0,0,0,5.90560309185902,0,0
Liver-HCC::S.53,yapsa_0.01,0,25.859280626384,0,0,2.83331904684805,0,0,0,8.41537761190684,0,0
Liver-HCC::S.54,yapsa_0.01,0,5.70720787184381,0,18.654437856855,0.794011398552854,0,0,0,9.50098355395686,0,0
Liver-HCC::S.55,yapsa_0.01,0,143.232422015054,0,3.06830561295183,6.0124645770357,0,0,0,26.1581863290306,0,0
Liver-HCC::S.56,yapsa_0.01,0,20.8806920965469,0,52.6879568148463,2.71560753146907,0,0,0,7.85170349951586,0,0
Liver-HCC::S.57,yapsa_0.01,0,164.687849700032,0,32.6568135289042,0,0,0,0,0,0,0
Liver-HCC::S.58,yapsa_0.01,0,108.810108414427,0,17.6512082493114,0,0,0,0,0,0,0
Liver-HCC::S.59,yapsa_0.01,0,18.4586206203541,0,24.4070802851353,1.29500143471709,0,0,0,0.475234847247518,0,0
Liver-HCC::S.60,yapsa_0.01,0,303.401158854418,0,0,0,0,0,0,8.48108561584699,0,0
Liver-HCC::S.61,yapsa_0.01,0,338.208931912755,0,0,0,0,0,0,0,0,0
Liver-HCC::S.62,yapsa_0.01,0,42.5412041115492,0,86.9338855841224,0,0,0,0,5.88057160903009,0,0
Liver-HCC::S.63,yapsa_0.01,0,132.233532365932,0,175.580861600983,4.69681129969586,0,0,0,0,0,0
Liver-HCC::S.64,yapsa_0.01,0,350.180226083207,0,38.9205107985862,0,0,0,0,0,0,0
Liver-HCC::S.65,yapsa_0.01,0,17.6213999983555,0,69.6815127930149,0,0,0,0,0,0,0
Liver-HCC::S.66,yapsa_0.01,0,151.08293344738,0,23.6033037156908,0,0,0,0,2.97423803035063,0,0
Liver-HCC::S.67,yapsa_0.01,0,28.0249790901326,0,0,0.316013654239176,0,0,0,1.19821911047435,0,0
Liver-HCC::S.68,yapsa_0.01,0,27.1826763047643,0,249.928655729088,9.07306471040339,0,0,0,0,0,0
Liver-HCC::S.69,yapsa_0.01,0,125.135933338813,0,48.5065431632372,150.778703502271,0,0,0,0,0,0
Liver-HCC::S.70,yapsa_0.01,0,14.3046395740834,0,80.8978589632999,5.86029387766676,0,0,0,1.46106301429908,0,0
Liver-HCC::S.71,yapsa_0.01,0,276.6991002809,0,0,0,0,0,0,0,0,0
Liver-HCC::S.72,yapsa_0.01,0,200.533775521764,0,29.2593680623055,0,0,0,0,0,0,0
Liver-HCC::S.73,yapsa_0.01,0,85.4627579413482,0,9.08080659755743,0,0,0,0,4.50333766260419,0,0
Liver-HCC::S.74,yapsa_0.01,0,4.01420989541116,0,47.4506702343124,3.82155388167168,0,0,0,6.93762473653634,0,0
Liver-HCC::S.75,yapsa_0.01,0,267.738235144561,0,62.1938855251313,0,0,0,0,13.6884812612681,0,0
Liver-HCC::S.76,yapsa_0.01,0,9.08347932740318,0,97.4103891195615,1.30508238081611,0,0,0,0,0,0
Liver-HCC::S.77,yapsa_0.01,0,109.437306275323,0,26.2562761222442,0,0,0,0,2.75220110880984,0,0
Liver-HCC::S.78,yapsa_0.01,0,13.5860691423155,0,10.7184584155959,0.579322151715515,0,0,0,11.374722744066,0,0
Liver-HCC::S.79,yapsa_0.01,0,8.48622769650789,0,2.22602199884629,1.89547313042282,0,0,0,9.92129259137059,0,0
Liver-HCC::S.80,yapsa_0.01,0,432.925744616984,0,9.04496907698181,0,0,0,0,0,0,0
Liver-HCC::S.81,yapsa_0.01,0,368.657705938336,0,318.067485182193,0,0,0,0,0,0,0
Liver-HCC::S.82,yapsa_0.01,0,6.44655663189455,0,49.880810461242,66.5640548449348,0,0,0,33.2190740287043,0,0
Liver-HCC::S.83,yapsa_0.01,0,389.976136187565,0,0,0,0,0,0,0,0,0
Liver-HCC::S.84,yapsa_0.01,0,33.1116487831139,0,104.145674425978,5.47865349429771,0,0,0,0,0,0
Liver-HCC::S.85,yapsa_0.01,0,43.4518350858232,0,2.25206653505286,1.51425618655448,0,0,0,0,0,0
Liver-HCC::S.86,yapsa_0.01,0,291.413237517267,0,35.193705064882,0,0,0,0,0,0,0
Liver-HCC::S.87,yapsa_0.01,0,47.7682056797858,0,79.866096276576,0,0,0,0,0,0,0
Liver-HCC::S.88,yapsa_0.01,0,20.2623686304949,0,0,1.55726748897037,0,0,0,8.02272199297212,0,0
Liver-HCC::S.89,yapsa_0.01,0,179.455826222681,0,40.6202340263278,35.1380252386819,0,0,0,7.50367202784448,0,0
Liver-HCC::S.90,yapsa_0.01,0,250.027121782834,0,0,3.52127908706695,0,0,0,0,0,0
Liver-HCC::S.91,yapsa_0.01,0,12.6041802858692,0,93.0715549637351,219.206275749234,0,0,0,19.0099920740589,0,0
Liver-HCC::S.92,yapsa_0.01,0,363.074914691413,0,22.953366681708,0,0,0,0,0,0,0
Liver-HCC::S.93,yapsa_0.01,0,455.824820328543,0,0,0,0,0,0,0,0,0
Liver-HCC::S.94,yapsa_0.01,0,97.0342460723224,0,89.9580512255422,0,0,0,0,8.26934343313506,0,0
Liver-HCC::S.95,yapsa_0.01,0,56.4309899291198,0,0.661595994885097,0,0,0,0,0,0,0
Liver-HCC::S.96,yapsa_0.01,0,150.66756169058,0,139.494262133423,76.9135249888474,0,0,0,0,0,0
Liver-HCC::S.97,yapsa_0.01,0,213.350007702554,0,0,0,0,0,0,0,0,0
Liver-HCC::S.98,yapsa_0.01,0,79.807542345935,0,129.734700102172,0,0,0,0,0,0,0
Liver-HCC::S.99,yapsa_0.01,0,101.332679750801,0,71.2282350885438,0,0,0,0,36.7438763777798,0,0
Liver-HCC::MSI-H.S.1,yapsa_0.01,0,724.785027814226,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.1,yapsa_0.01,0,77.8852902757942,0,0,0,4.96907763729319,0,0,0,0,0
