"","Tool","cancer.type","m.Combined","med.Combined","sd.Combined","m.F1","med.F1","sd.F1","m.SMD","med.SMD","sd.SMD","m.sens","med.sens","sd.sens","m.prec","med.prec","sd.prec","m.scaled_L2","m.KL","med.KL","mean.multiLLH","med.multiLLH"
"241","sigest","Lung-AdenoCA",2.23314836280104,2.23575174789615,0.230090017202925,0.618976134976135,0.615384615384615,0.127223204101711,0.187737279334606,0.151376116034193,0.128648256349945,0.944047619047619,1,0.10366875779351,0.476838023088023,0.477272727272728,0.146465342256415,0.896137484930132,0.318596412828163,0.135660787996824,-526.18528876494,-412.513947264993
"242","sigspack","Lung-AdenoCA",2.23314836280104,2.23575174789615,0.230090017202925,0.618976134976135,0.615384615384615,0.127223204101711,0.187737279334606,0.151376116034193,0.128648256349945,0.944047619047619,1,0.10366875779351,0.476838023088023,0.477272727272728,0.146465342256415,0.896137484930132,0.318596412828163,0.135660787996824,-526.18528876494,-412.513947264993
"243","sigest","Ovary-AdenoCA",2.23244450006949,2.24925059429898,0.190914547565736,0.640039724980901,0.625,0.110269593262998,0.2381575922826,0.204179194318441,0.128300114659643,0.986333333333333,1,0.0509934966474815,0.484268759018759,0.5,0.122892638989366,0.874967467703353,0.271594386966895,0.182077099148938,-309.205201323733,-301.928733337387
"244","sigspack","Ovary-AdenoCA",2.23244450006949,2.24925059429898,0.190914547565736,0.640039724980901,0.625,0.110269593262998,0.2381575922826,0.204179194318441,0.128300114659643,0.986333333333333,1,0.0509934966474815,0.484268759018759,0.5,0.122892638989366,0.874967467703353,0.271594386966895,0.182077099148938,-309.205201323733,-301.928733337387
"245","sigfit","Skin-Melanoma",2.22923397971978,2.2898531737671,0.224936162941546,0.605369158189592,0.588235294117647,0.0899032320373546,0.21076602028022,0.129778090500579,0.215365245236777,1,1,0,0.44,0.416666666666667,0.0933237128278877,0.876051883779045,0.184820982175056,0.0756581266880339,-927.96898181927,-436.003779574647
"246","msa_default","Skin-Melanoma",2.22876610092329,2.27104619401856,0.401782494367249,0.743595793095793,0.75,0.157608479074706,0.322503740346554,0.252085767762793,0.247859293203633,0.70434126984127,0.714285714285714,0.215148574084458,0.846928571428571,0.833333333333333,0.150136143428159,0.815637108957628,0.393328864297201,0.323519760644043,-2677.54989468207,-1481.88844754759
"247","sigfit","Lung-AdenoCA",2.22713228330721,2.23945977105083,0.121561420198096,0.521224237063246,0.5,0.104548976296231,0.132034383359458,0.122194892813911,0.089388321301681,1,1,0,0.359166666666667,0.333333333333333,0.0960024492298865,0.931658555607543,0.126400290533329,0.11152426004164,-390.320941805191,-369.173611504608
"248","msa_thresholdx10_unpruned","Liver-HCC",2.21520599133215,2.29768670859682,0.452382561217835,0.706828282828283,0.727272727272727,0.173541255901007,0.292099564223407,0.238683803617429,0.232332016864468,0.881333333333333,1,0.174500730802209,0.625972222222222,0.6,0.217457021345895,0.838481510100139,0.34369539440604,0.21624443881541,-367.562519461756,-349.963764689426
"249","sigfit","Breast-AdenoCA",2.21432680270347,2.21622103345868,0.105516695662769,0.525086945304438,0.555555555555556,0.0804664622872366,0.145673197296526,0.129024610427414,0.0701746208401706,1,1,0,0.36,0.384615384615385,0.0740569382287353,0.929765706647069,0.131706003244937,0.117944291905421,-267.86953432362,-265.57648058978
"250","yapsa_0.10","Eso-AdenoCA",2.21168780882538,2.22340336461571,0.348465968420096,0.674318903318903,0.666666666666667,0.157955192092282,0.291740762603196,0.26285692478698,0.163583517384874,0.540428571428571,0.5,0.183122455758111,0.963,1,0.0976887795148329,0.846325441193749,0.79947488024373,0.756399169529979,-1751.42365159796,-1466.14231966799
"251","deconstruct_0.10","Eso-AdenoCA",2.20653808769515,2.21900633377967,0.357587294331568,0.674468975468975,0.666666666666667,0.163083310300855,0.29537857897152,0.265085645415421,0.157817788275118,0.54175,0.5,0.187861537879042,0.960166666666667,1,0.107148925593737,0.845905992074984,0.780761410982889,0.730017511820511,-1731.60814926386,-1427.52125716481
"252","siglasso_wprior","Eso-AdenoCA",2.20245724230602,2.22313166806308,0.336274903339467,0.756878121878122,0.75,0.133630358488458,0.424780852932077,0.411103039371781,0.233801935222304,0.627238095238095,0.6,0.174651072401782,1,1,0,0.752614332008174,1.09307608392768,1.13132673749482,-1975.80669290665,-1437.52646593485
"253","yapsa_0.10","Lung-AdenoCA",2.19913313463243,2.23620225856521,0.367770298007046,0.599634920634921,0.6,0.189020795276209,0.20872400822471,0.174770494378198,0.124867349120887,0.467857142857143,0.5,0.205933508464771,0.94,1,0.151720399702039,0.877497167899488,0.496413226043542,0.45618751358184,-1232.89092727423,-776.801060317015
"254","msa_default","Liver-HCC",2.1986126629558,2.25785627231449,0.466287585316004,0.709572205572206,0.727272727272727,0.183359693999058,0.314220670377532,0.271506184714853,0.217536936317312,0.888666666666667,1,0.173849916567309,0.624166666666667,0.6,0.222794145244188,0.819246728020719,0.381838065842848,0.230482956083403,-380.061539884304,-356.178185480218
"255","msa_thresholdx1000_unpruned","ColoRect-AdenoCA",2.19588576672226,2.17167142135744,0.382412868897052,0.741063492063492,0.75,0.153922652171284,0.416280899944407,0.409883406769263,0.230305493210823,0.612166666666667,0.6,0.196887324138161,1,1,0,0.733102342070015,1.2108633276038,1.31409747185038,-18381.6913052071,-754.548667855612
"256","siglasso","Liver-HCC",2.1955815832759,2.20168254963966,0.374269850564869,0.679738095238095,0.666666666666667,0.187120664631142,0.339085083390764,0.271078724608806,0.225759140433943,0.555,0.5,0.231903991512568,0.979666666666667,1,0.0861503657675667,0.783747768626895,0.744478734502671,0.668636206503309,-563.906164990657,-468.930491106679
"257","siglasso_wprior","Ovary-AdenoCA",2.19429005086944,2.24591982628536,0.362666304080413,0.759511544011544,0.775,0.138758684973662,0.43620994913056,0.405965609373344,0.251403736686492,0.633833333333333,0.633333333333334,0.186338320527394,0.996666666666667,1,0.0333333333333333,0.726344668955117,1.02269692294324,1.03701459098582,-489.728206418917,-448.961579230338
"258","siglasso","Eso-AdenoCA",2.19273159845167,2.25634922414198,0.395006291479505,0.694579864579865,0.727272727272727,0.204103477750224,0.365506496786428,0.338422099394879,0.189037749116854,0.572404761904762,0.571428571428571,0.239920097911558,0.985833333333333,1,0.0638449563487865,0.805819007907559,0.834254524007607,0.638828807175083,-1954.16674003492,-1488.10441671544
"259","yapsa_0.10","Stomach-AdenoCA",2.19014497172719,2.18875672277906,0.304070885440655,0.642645021645022,0.666666666666667,0.154810079303346,0.277331218748999,0.247742268978315,0.147612750894318,0.504309523809524,0.5,0.170278898025446,0.963166666666667,1,0.104023841478574,0.855540855439919,0.770418714124341,0.706673261837643,-1253.14317982142,-884.567879797826
"260","sigest","Kidney-RCC",2.18793036750016,2.18788611567185,0.15817482683916,0.577202671511495,0.571428571428571,0.11513973360128,0.222224394404604,0.206895004838937,0.100961020512692,0.994666666666667,1,0.0386993940216523,0.415488095238095,0.4,0.114351455098017,0.882707030539933,0.210745708503599,0.166428043965868,-267.933971022475,-266.39460820733
"261","sigspack","Kidney-RCC",2.18793036750016,2.18788611567185,0.15817482683916,0.577202671511495,0.571428571428571,0.11513973360128,0.222224394404604,0.206895004838937,0.100961020512692,0.994666666666667,1,0.0386993940216523,0.415488095238095,0.4,0.114351455098017,0.882707030539933,0.210745708503599,0.166428043965868,-267.933971022475,-266.39460820733
"262","siglasso_wprior","Breast-AdenoCA",2.18230430545101,2.25762402271965,0.445381641304152,0.797407536907537,0.8,0.140429091973085,0.503457599310897,0.44536801308353,0.34149197731517,0.685761904761905,0.666666666666667,0.19775793261703,1,1,0,0.692788082224896,0.861442244640953,0.695646500129062,-920.639591927549,-505.620627946858
"263","deconstruct_0.10","Stomach-AdenoCA",2.17794453271547,2.1603069950371,0.309611693426168,0.643407647907648,0.666666666666667,0.150339487622992,0.289043562522625,0.253984172353848,0.156736534912808,0.504654761904762,0.5,0.167103126628767,0.962333333333333,1,0.106062578144244,0.850262202437333,0.775882554960648,0.774556677418953,-1268.05498127558,-904.008622479239
"264","deconstruct_0.10","Lung-AdenoCA",2.17775235279413,2.25839926063054,0.393362385460017,0.606388888888889,0.666666666666667,0.177379266539786,0.219271456729675,0.182587619984364,0.146392570951999,0.478690476190476,0.5,0.196031709518548,0.918333333333333,1,0.168749610300086,0.872930181855965,0.506448504646712,0.446070575517304,-1191.96588601095,-765.02964645646
"265","sigfit","Ovary-AdenoCA",2.17627453185717,2.19792715467731,0.126618107964929,0.558630521439345,0.533333333333333,0.101385642903176,0.217967892385256,0.197976905838653,0.0887040426485412,1,1,0,0.394242424242424,0.363636363636364,0.0961642976376061,0.890543227005711,0.186951663212719,0.167368777063964,-298.938039579098,-297.951219295559
"266","siglasso","Lung-AdenoCA",2.17455702374373,2.16578573987523,0.308448693141571,0.606590187590188,0.633333333333334,0.200097662806379,0.27780011911341,0.232755693307021,0.155119032919274,0.472190476190476,0.5,0.220141485251963,0.980166666666667,1,0.0849405615115593,0.829744176706806,NA,NA,-1386.89588856784,-946.163276587722
"267","siglasso_wprior","Stomach-AdenoCA",2.16920521256441,2.17210277261596,0.318468622330407,0.724569125319125,0.75,0.152460876216482,0.41563208902289,0.383379399544214,0.191863903937385,0.594837301587302,0.6,0.189899046586039,0.99,1,0.0492365963917331,0.759372717950197,0.897063437746838,0.80051379096809,-1577.97876026262,-845.04857271837
"268","yapsa_0.03","Skin-Melanoma",2.16878855524444,2.22202284654061,0.449276923759295,0.695779775779776,0.727272727272727,0.179871914867247,0.317175730469841,0.258900456865935,0.245148944356676,0.614821428571429,0.6,0.223937181197236,0.871142857142857,1,0.173386248523569,0.817243947419451,0.373233694995498,0.317841440268366,-2426.47847445119,-1398.73410043778
"269","msa_thresholdx1000_unpruned","Lung-AdenoCA",2.16816983946036,2.14054308028018,0.331422055435467,0.579785714285714,0.571428571428571,0.184279806122725,0.264782541492019,0.217926278294013,0.206028784593129,0.432952380952381,0.4,0.194438324844067,1,1,0,0.834119777088305,0.774118704904381,0.644250692352746,-1489.17090659789,-858.258947207941
"270","siglasso","Breast-AdenoCA",2.16816401482167,2.16406730355888,0.341064337344816,0.658955877455877,0.666666666666667,0.207100478473295,0.355955032797377,0.320528075350421,0.176994574392153,0.530047619047619,0.5,0.237286210874995,0.994071428571429,1,0.034727418699999,0.802006132535629,NA,NA,-642.043816576409,-495.132586685948
"271","yapsa_0.03","Liver-HCC",2.15867357946907,2.15029409176468,0.451145431418495,0.701010822510822,0.666666666666667,0.173181896528929,0.314588325292833,0.276242605259531,0.207722860072665,0.807,0.775,0.194324349637283,0.666261904761905,0.666666666666667,0.229261338303088,0.816880750721446,0.334487596437604,0.237771507989447,-376.878617097009,-350.262626929522
"272","siglasso_wprior","Lung-AdenoCA",2.14206591461571,2.12454020479689,0.312651411925083,0.618106060606061,0.666666666666667,0.197131074722944,0.331719799670006,0.278352101961906,0.202282801774308,0.481119047619048,0.5,0.221521326908426,0.992666666666667,1,0.0433139039581319,0.795339034778068,NA,NA,-1516.54823617701,-1077.2774147278
"273","mutsig","Skin-Melanoma",2.14142567958222,2.21359387522369,0.368952168548795,0.705330532212885,0.727272727272727,0.145430140184971,0.322050871644326,0.247481278878948,0.244799745262655,0.836123015873016,0.845238095238095,0.184838776661003,0.627353535353535,0.625,0.16026967302698,0.817620045702676,0.345187429680554,0.269610103700881,-2528.79579367235,-1339.8721132694
"274","yapsa_0.00","Skin-Melanoma",2.14142564633866,2.21359402359098,0.368952142993809,0.705330532212885,0.727272727272727,0.145430140184971,0.32205090488789,0.247481272466949,0.24479973458239,0.836123015873016,0.845238095238095,0.184838776661003,0.627353535353535,0.625,0.16026967302698,0.817620041157923,0.345187143536056,0.269610276342542,-2528.79579367235,-1339.8721132694
"275","deconstruct_0.03","Skin-Melanoma",2.14012686307368,2.1861995372891,0.472744450244188,0.676951492951493,0.666666666666667,0.183883512340475,0.325075517878701,0.247285100055952,0.258110033803901,0.589035714285714,0.6,0.225555505733412,0.876166666666667,1,0.169905483066929,0.817919171637787,0.417225089880636,0.350191615901063,-2889.02837740677,-1420.12602003902
"276","msa_thresholdx1000","ColoRect-AdenoCA",2.13929164452213,2.11551305588578,0.392415755623838,0.713365079365079,0.708333333333333,0.158779722901418,0.438875022144539,0.417856248882962,0.234031645245651,0.578166666666667,0.55,0.196828031158184,1,1,0,0.715631107946042,1.34850983541483,1.40698637277384,-18577.6449358905,-978.788789819038
"277","msa_thresholdx1000_unpruned","Liver-HCC",2.13322494216127,2.20395073199343,0.503531696898897,0.641857142857143,0.666666666666667,0.188825270914503,0.360608391172067,0.260433162346283,0.31168090406577,0.503833333333333,0.5,0.222787853370483,0.99,1,0.0703526470681448,0.773314834909229,0.909700236131682,0.725855256745616,-616.392793203577,-484.784575901532
"278","msa_thresholdx1000","Lung-AdenoCA",2.13289296962397,2.11636194597323,0.340935707312831,0.556642857142857,0.5,0.18605234524855,0.27755941132841,0.237958994850424,0.213084382415334,0.410452380952381,0.333333333333333,0.196280869155447,1,1,0,0.824084790931654,0.85027250455776,0.725019031966845,-1615.65237132629,-900.068543686037
"279","siglasso","Stomach-AdenoCA",2.12036663315296,2.06878210189871,0.364153411614133,0.651896048396048,0.666666666666667,0.190829475132649,0.385883366847039,0.349284138667144,0.202268453866162,0.519916666666667,0.5,0.222684137467387,0.986333333333333,1,0.0562272525397658,0.793377959898378,0.873661703491019,0.951604717333289,-1492.79497482348,-806.84614140974
"280","deconstruct_0.00","Skin-Melanoma",2.10937161164464,2.16023769745318,0.457044237807312,0.685722638472638,0.727272727272727,0.165083347610191,0.327287118514093,0.24270031616071,0.255734923766786,0.643785714285714,0.666666666666667,0.222450896309557,0.792873015873016,0.8,0.170461018580119,0.818393756427955,0.38539513605651,0.302150179398691,-2725.70089565356,-1405.52493874042
"281","msa_thresholdx10_unpruned","Skin-Melanoma",2.10683299841435,2.14989564075308,0.456291770526284,0.665055722055722,0.666666666666667,0.187702226447714,0.328647160315806,0.261151030975308,0.248269909095464,0.582099206349206,0.6,0.226890534700231,0.853380952380952,1,0.179319797882813,0.811732592079419,0.451465208365081,0.387903813739871,-2549.89046322164,-1528.5179354407
"282","sigest","Skin-Melanoma",2.10243505234933,2.13199980870324,0.324283079304329,0.656211024527588,0.666666666666667,0.118656604369522,0.317718988054708,0.220394142332187,0.243361881105776,0.886456349206349,1,0.157318151004923,0.533697691197691,0.5,0.12966128623768,0.821731199443222,0.617257924243211,0.402338884487469,-2634.91217588272,-1346.3365070076
"283","sigspack","Skin-Melanoma",2.10243505234933,2.13199980870324,0.324283079304329,0.656211024527588,0.666666666666667,0.118656604369522,0.317718988054708,0.220394142332187,0.243361881105776,0.886456349206349,1,0.157318151004923,0.533697691197691,0.5,0.12966128623768,0.821731199443222,0.617257924243211,0.402338884487469,-2634.91217588272,-1346.3365070076
"284","msa_thresholdx10","Skin-Melanoma",2.09674014619599,2.1527848394715,0.471060981476311,0.648339993339993,0.666666666666667,0.19673503088829,0.327787631581793,0.261010505996722,0.248171599700175,0.552980158730159,0.535714285714285,0.228322529062088,0.871547619047619,1,0.181929268298795,0.811439509188205,0.47784243266106,0.396275654668628,-2626.44649223061,-1604.69443293212
"285","sigfit","Kidney-RCC",2.09486097592756,2.11083548170712,0.130707500987261,0.468558035359893,0.5,0.110611117631674,0.217758071691486,0.211017145482905,0.079579194126154,1,1,0,0.312619047619048,0.333333333333333,0.0936865561379023,0.898027435689462,0.199101884782906,0.187494449940391,-259.394220055721,-263.837622952621
"286","sigpro","Skin-Melanoma",2.0865385818791,2.16464775352507,0.412107013275556,0.642280941280941,0.666666666666667,0.183165484981137,0.340949513358991,0.271173333197107,0.263161023121594,0.543154761904762,0.571428571428571,0.217289708764032,0.884333333333333,1,0.169799181579581,0.805144726395866,0.584604972768362,0.498000574998229,-3530.37516297246,-2249.57211097295
"287","msa_thresholdx1000_unpruned","Breast-AdenoCA",2.07986157199826,2.01670692489189,0.436925640988368,0.611082251082251,0.571428571428571,0.19549768543661,0.388233666096977,0.37505039970519,0.258502896690397,0.471428571428571,0.4,0.223601163846861,0.996666666666667,1,0.0333333333333333,0.760282034443411,1.14686179727912,1.28360046389959,-831.194167523901,-612.557325281992
"288","msa_thresholdx1000","Liver-HCC",2.05528840236475,2.10463029829646,0.49766937406851,0.579952380952381,0.571428571428571,0.232278436253799,0.390878264301921,0.308047639446519,0.305739052411189,0.446166666666667,0.4,0.239795730036335,1,1,0,0.747742631131369,NA,NA,-662.322971991933,-514.465863563513
"289","yapsa_0.06","Skin-Melanoma",2.05229399265971,2.12343960822172,0.438868742368043,0.607155122655123,0.6,0.186193387039397,0.328456007340287,0.260842006037436,0.241486627079117,0.49075,0.5,0.209276457626213,0.89,1,0.179708580657242,0.811548526039439,0.509000548988856,0.448467690625348,-3100.7151364325,-2082.87368206743
"290","msa_default_unpruned","Liver-HCC",2.04434904966596,2.07651439901156,0.367439903900371,0.592435952935953,0.6,0.157213574277203,0.344885798818893,0.301394661771468,0.212710380598483,0.938,1,0.132215007018145,0.451234848484848,0.436507936507937,0.165752645430828,0.819486261668757,0.376611543589075,0.291519763458984,-374.666502147319,-352.64286804774
"291","yapsa_0.01","Liver-HCC",2.04406519273996,2.04919687657211,0.371415446321767,0.610295204795205,0.615384615384615,0.154324628958798,0.34928942486466,0.314992935672405,0.211419631166798,0.913666666666667,1,0.145670399600829,0.479687950937951,0.5,0.170024704721385,0.814655927021781,0.372790657079018,0.293417788036048,-374.180695036293,-349.573128788557
"292","deconstruct_0.06","Skin-Melanoma",2.04024066457536,2.13255813559595,0.467973888495359,0.607064213564213,0.6,0.178861211732357,0.336890287805597,0.255144236726376,0.25863081102367,0.487297619047619,0.5,0.197521378574977,0.889833333333333,1,0.181261556773866,0.812808052924462,0.53522697561013,0.46718713618518,-3398.80346608161,-2178.41351993635
"293","msa_thresholdx1000","Breast-AdenoCA",2.02535791969823,1.98333737285928,0.417798218840559,0.574487012987013,0.571428571428571,0.205407822728075,0.409237318397008,0.423940548412451,0.236376166960754,0.434595238095238,0.4,0.225194626853774,1,1,0,0.741119899817906,NA,NA,-907.223246290386,-650.594392257705
"294","deconstruct_0.00","Liver-HCC",2.00183827633052,2.00413700753883,0.348176825431038,0.546616661116661,0.558441558441558,0.152049717354917,0.273304580812339,0.246605950510259,0.170956077455445,0.857,1,0.171515002795857,0.418142857142857,0.4,0.155899190474184,0.858401510202814,0.286201214904096,0.245140977747641,-364.282844801721,-346.693746476717
"295","mp","Skin-Melanoma",1.98642069664346,2.08842726843374,0.464299669114522,0.552906093906094,0.571428571428571,0.191214144817696,0.343678509705749,0.26594617209724,0.254380146933138,0.423265873015873,0.4,0.197177465347734,0.906833333333333,1,0.179538237363647,0.806811494995512,0.633948466085481,0.535516855987718,-4259.97985341233,-2756.11269884876
"296","msa_thresholdx1000_unpruned","Stomach-AdenoCA",1.97984670037514,1.986017718626,0.416163491726116,0.572772893772894,0.571428571428571,0.187289816243492,0.438978696450259,0.438602538862318,0.26486966060162,0.42715873015873,0.4,0.191255281968796,0.991666666666667,1,0.0598117135471061,0.749113418338781,1.21181265596081,1.25686898017827,-1998.25580645443,-1000.35208829479
"297","mutsig","Liver-HCC",1.97924302084856,2.00255920017183,0.342523418780776,0.518487900987901,0.5,0.147016212134259,0.359251290395747,0.319679568953275,0.211867104986565,0.972166666666667,1,0.0989579545447296,0.366327644577645,0.333333333333333,0.142611067144488,0.81445477737508,0.38913206374702,0.317489932570587,-375.36021299173,-353.111383424621
"298","yapsa_0.00","Liver-HCC",1.97923992939979,2.00256106820896,0.34252400216602,0.518487900987901,0.5,0.147016212134259,0.359254381844525,0.319684602093602,0.211867199760842,0.972166666666667,1,0.0989579545447296,0.366327644577645,0.333333333333333,0.142611067144488,0.814453188397903,0.389134233145732,0.317494306132459,-375.361947813913,-353.111383424621
"299","msa_thresholdx1000_unpruned","Eso-AdenoCA",1.97400969296335,1.95215075484216,0.394022661001634,0.582576479076479,0.571428571428571,0.190624987291088,0.454014116560461,0.438867964397272,0.22626677627283,0.438357142857143,0.4,0.198335091604609,0.989666666666667,1,0.0627994509830384,0.742645148548699,1.31373959471796,1.46560054681429,-3231.09038133846,-1926.2757055026
"300","msa_thresholdx1000","Eso-AdenoCA",1.96995512921648,1.92457583474328,0.366075551689251,0.56724025974026,0.571428571428571,0.195520871148298,0.448675823164473,0.453803419443853,0.204219104340688,0.423964285714286,0.4,0.202469398591932,0.994666666666667,1,0.0386993940216523,0.746457291878313,1.35975466947581,1.46998092000871,-3565.12144650397,-2174.65929726959
"301","deconstruct_0.10","Skin-Melanoma",1.96552239335703,2.08123980214788,0.467415787851176,0.548620490620491,0.571428571428571,0.168062218300774,0.350227606642971,0.28094826702714,0.260663162735744,0.411583333333333,0.4,0.164979856007615,0.904166666666667,1,0.187418145245405,0.805806207114094,0.667522376294429,0.589736899566663,-4162.5573519253,-2631.71493928606
"302","yapsa_0.10","Skin-Melanoma",1.96332174733564,2.0662912622143,0.451285952284885,0.5347113997114,0.5,0.174516360772587,0.348412379648484,0.266250599288483,0.247522646046556,0.39756746031746,0.4,0.173693349861604,0.914166666666667,1,0.179808087617368,0.80193517096486,0.682887940297012,0.595963993512887,-4310.41812782929,-2985.67135181284
"303","siglasso_wprior","Liver-HCC",1.94859245022908,1.95030131430163,0.475849951189187,0.608698412698413,0.571428571428571,0.191771851929099,0.510907549770918,0.49009618734109,0.333879728132472,0.472,0.4,0.229145683153194,0.9875,1,0.0743235487513204,0.675066317799979,1.15661470332909,1.20614565805595,-921.139521804909,-688.176211433969
"304","msa_thresholdx1000","Stomach-AdenoCA",1.92606613530618,1.8715219741584,0.385565473371944,0.528888888888889,0.5,0.190517312075379,0.454933864693822,0.455454604149364,0.243171280029627,0.384333333333333,0.354166666666667,0.190426108735891,0.996666666666667,1,0.0333333333333333,0.739597314593124,1.3322216465651,1.41924444528976,-2235.10888780586,-1086.45968211025
"305","siglasso_wprior","Skin-Melanoma",1.92201796045673,1.90788808155149,0.313698637011915,0.464479686979687,0.4,0.192627406069447,0.394315372876604,0.361698230736148,0.209252298431329,0.328833333333333,0.25,0.189615629066355,0.9875,1,0.0619716726858991,0.754511892522645,NA,NA,-4312.3370843684,-3131.79620793104
"306","msa_thresholdx100_unpruned","Skin-Melanoma",1.91386318106331,2.04571488503516,0.475599539849424,0.513345043845044,0.5,0.177521628209118,0.370807453857326,0.298636458629972,0.278661551764935,0.380123015873016,0.333333333333333,0.175911984451591,0.904547619047619,1,0.189142788056547,0.79169026895331,0.796879825885475,0.66486142194243,-4696.0778214906,-3439.32911355153
"307","sigfit","Liver-HCC",1.91373390084468,1.92520300843466,0.136776035531479,0.318677959721438,0.3,0.0841144200308135,0.278736687390614,0.265921006813083,0.115550868781753,1,1,0,0.192470588235294,0.176470588235294,0.059275329715428,0.864943422679535,0.267519866999204,0.254018896831774,-340.83183335643,-331.542726528074
"308","siglasso","Skin-Melanoma",1.90822105937437,1.91555159466788,0.366309513571312,0.460020923520923,0.4,0.201690477518114,0.39301703586372,0.355482666642575,0.21330530312701,0.328238095238095,0.25,0.200376149405565,0.973,1,0.105030058227696,0.754818653717558,NA,NA,-4497.2295528084,-3149.04439829406
"309","msa_thresholdx1000_unpruned","Ovary-AdenoCA",1.90657945513495,1.90014757481644,0.508570746893192,0.60931746031746,0.666666666666667,0.211799802142796,0.564503878198386,0.532570627246507,0.334038197372887,0.477333333333333,0.5,0.236978738622102,0.99375,1,0.0625,0.65105642243663,1.41261545760882,1.46900996829868,-590.926122572161,-504.210411091484
"310","msa_thresholdx100","Skin-Melanoma",1.88198436750223,2.01537710843233,0.468773563508358,0.48499222999223,0.5,0.167477337160919,0.371733886466025,0.298628828838052,0.27131384137349,0.348837301587302,0.333333333333333,0.155249754789209,0.904880952380952,1,0.191932377163192,0.790415553051975,0.854249223334982,0.758300889448909,-4943.03631630338,-3540.47467873653
"311","sigest","Liver-HCC",1.87486829551611,1.91311024379787,0.277435168658439,0.399621645468395,0.4,0.110195957267094,0.362167407343127,0.323467125130882,0.213965387609017,0.9805,1,0.0808920176440081,0.256535702859232,0.25,0.086131179951422,0.815284069325961,0.418825195561362,0.316424011374177,-375.043406011926,-353.900463523387
"312","sigspack","Liver-HCC",1.87486829551611,1.91311024379787,0.277435168658439,0.399621645468395,0.4,0.110195957267094,0.362167407343127,0.323467125130882,0.213965387609017,0.9805,1,0.0808920176440081,0.256535702859232,0.25,0.086131179951422,0.815284069325961,0.418825195561362,0.316424011374177,-375.043406011926,-353.900463523387
"313","msa_thresholdx1000_unpruned","Skin-Melanoma",1.85058738786955,1.96422572794881,0.426809290545315,0.40561704961705,0.333333333333333,0.147435375255556,0.377916580384423,0.298883205638991,0.283978646610575,0.271123015873016,0.2,0.132727351740259,0.957380952380952,1,0.13718476291776,0.78594695390206,1.05715491577583,0.910980261105219,-6018.67155470072,-4506.82380783272
"314","msa_thresholdx1000","Skin-Melanoma",1.83648490674119,1.96246292189673,0.412631280625985,0.389741147741148,0.333333333333333,0.133868875505007,0.384828585322305,0.298871426352827,0.289468478738494,0.255599206349206,0.2,0.119664107021614,0.965714285714286,1,0.125775270528676,0.779771601990448,1.12032106787402,0.929332300060698,-6204.89067039388,-4570.01230062008
"315","msa_thresholdx1000","Ovary-AdenoCA",1.81488642855875,1.86074521707188,0.536069005015493,0.526176767676768,0.522727272727272,0.257772942249182,0.583565952393635,0.550786931868309,0.322662631107875,0.404166666666667,0.366666666666666,0.259222430044036,0.994285714285714,1,0.0571428571428571,0.639910222741228,NA,NA,-589.933141217816,-501.455850560684
